PairHMM TKF92 with independent site classes over emissions
  - Number of site classes for substitution model: 1
  - Loss function: joint
  - Normalizing losses by: desc_len

2: model init

3: main training loop
New best test loss at epoch 645: 5.514195442199707
New best test loss at epoch 646: 5.514180660247803
New best test loss at epoch 647: 5.514168739318848
New best test loss at epoch 648: 5.514153957366943
New best test loss at epoch 649: 5.514140605926514
New best test loss at epoch 650: 5.514127731323242
New best test loss at epoch 651: 5.514113426208496
New best test loss at epoch 652: 5.514101505279541
New best test loss at epoch 653: 5.514087200164795
New best test loss at epoch 654: 5.514074802398682
New best test loss at epoch 655: 5.514061450958252
New best test loss at epoch 656: 5.514049053192139
New best test loss at epoch 657: 5.514037132263184
New best test loss at epoch 658: 5.514023303985596
New best test loss at epoch 659: 5.514009952545166
New best test loss at epoch 660: 5.513998031616211
New best test loss at epoch 661: 5.513987064361572
New best test loss at epoch 662: 5.513974189758301
New best test loss at epoch 663: 5.513962268829346
New best test loss at epoch 664: 5.513949394226074
New best test loss at epoch 665: 5.513936519622803
New best test loss at epoch 666: 5.513922691345215
New best test loss at epoch 667: 5.513913154602051
New best test loss at epoch 668: 5.513900279998779
New best test loss at epoch 669: 5.513888835906982
New best test loss at epoch 670: 5.513876914978027
New best test loss at epoch 671: 5.513864040374756
New best test loss at epoch 672: 5.513852119445801
New best test loss at epoch 673: 5.513841152191162
New best test loss at epoch 674: 5.513829708099365
New best test loss at epoch 675: 5.513819217681885
New best test loss at epoch 676: 5.51380729675293
New best test loss at epoch 677: 5.513795852661133
New best test loss at epoch 678: 5.513785362243652
New best test loss at epoch 679: 5.513773441314697
New best test loss at epoch 680: 5.513761520385742
New best test loss at epoch 681: 5.513749599456787
New best test loss at epoch 682: 5.513737678527832
New best test loss at epoch 683: 5.513726711273193
New best test loss at epoch 684: 5.513715744018555
New best test loss at epoch 685: 5.513703346252441
New best test loss at epoch 686: 5.513693809509277
New best test loss at epoch 687: 5.513682842254639
New best test loss at epoch 688: 5.513672351837158
New best test loss at epoch 689: 5.513662338256836
New best test loss at epoch 690: 5.513649940490723
New best test loss at epoch 691: 5.513639450073242
New best test loss at epoch 692: 5.513628005981445
New best test loss at epoch 693: 5.513616561889648
New best test loss at epoch 694: 5.513607978820801
New best test loss at epoch 695: 5.513597011566162
New best test loss at epoch 696: 5.513587474822998
New best test loss at epoch 697: 5.513576030731201
New best test loss at epoch 698: 5.513566493988037
New best test loss at epoch 699: 5.513554573059082
New best test loss at epoch 700: 5.513545513153076
New best test loss at epoch 701: 5.513535976409912
New best test loss at epoch 702: 5.513525485992432
New best test loss at epoch 703: 5.513515949249268
New best test loss at epoch 704: 5.513504505157471
New best test loss at epoch 705: 5.513494491577148
New best test loss at epoch 706: 5.513484477996826
New best test loss at epoch 707: 5.513474464416504
New best test loss at epoch 708: 5.513463973999023
New best test loss at epoch 709: 5.513454914093018
New best test loss at epoch 710: 5.513444423675537
New best test loss at epoch 711: 5.513434886932373
New best test loss at epoch 712: 5.513426303863525
New best test loss at epoch 713: 5.513415813446045
New best test loss at epoch 714: 5.513406276702881
New best test loss at epoch 715: 5.513396263122559
New best test loss at epoch 716: 5.5133867263793945
New best test loss at epoch 717: 5.513376235961914
New best test loss at epoch 718: 5.513365745544434
New best test loss at epoch 719: 5.513357162475586
New best test loss at epoch 720: 5.513348579406738
New best test loss at epoch 721: 5.513339519500732
New best test loss at epoch 722: 5.513329982757568
New best test loss at epoch 723: 5.513320446014404
New best test loss at epoch 724: 5.513312339782715
New best test loss at epoch 725: 5.513302326202393
New best test loss at epoch 726: 5.5132927894592285
New best test loss at epoch 727: 5.513283729553223
New best test loss at epoch 728: 5.513275623321533
New best test loss at epoch 729: 5.513266563415527
New best test loss at epoch 730: 5.51325798034668
New best test loss at epoch 731: 5.513247966766357
New best test loss at epoch 732: 5.51323938369751
New best test loss at epoch 733: 5.513230800628662
New best test loss at epoch 734: 5.51322078704834
New best test loss at epoch 735: 5.513212203979492
New best test loss at epoch 736: 5.5132036209106445
New best test loss at epoch 737: 5.513195991516113
New best test loss at epoch 738: 5.513186931610107
New best test loss at epoch 739: 5.51317834854126
New best test loss at epoch 740: 5.513169765472412
New best test loss at epoch 741: 5.5131611824035645
New best test loss at epoch 742: 5.513153553009033
New best test loss at epoch 743: 5.513144493103027
New best test loss at epoch 744: 5.51313591003418
New best test loss at epoch 745: 5.513126850128174
New best test loss at epoch 746: 5.513118267059326
New best test loss at epoch 747: 5.513110160827637
New best test loss at epoch 748: 5.513102054595947
New best test loss at epoch 749: 5.513093948364258
New best test loss at epoch 750: 5.513085842132568
New best test loss at epoch 751: 5.513077735900879
New best test loss at epoch 752: 5.513070583343506
New best test loss at epoch 753: 5.513061046600342
New best test loss at epoch 754: 5.513052940368652
New best test loss at epoch 755: 5.513044834136963
New best test loss at epoch 756: 5.513036727905273
New best test loss at epoch 757: 5.513030052185059
New best test loss at epoch 758: 5.513021945953369
New best test loss at epoch 759: 5.51301383972168
New best test loss at epoch 760: 5.513006210327148
New best test loss at epoch 761: 5.512998104095459
New best test loss at epoch 762: 5.512990951538086
New best test loss at epoch 763: 5.5129828453063965
New best test loss at epoch 764: 5.512975215911865
New best test loss at epoch 765: 5.512967586517334
New best test loss at epoch 766: 5.5129594802856445
New best test loss at epoch 767: 5.512950420379639
New best test loss at epoch 768: 5.512944221496582
New best test loss at epoch 769: 5.512936592102051
New best test loss at epoch 770: 5.5129289627075195
New best test loss at epoch 771: 5.51292085647583
New best test loss at epoch 772: 5.512913703918457
New best test loss at epoch 773: 5.512906074523926
New best test loss at epoch 774: 5.512899398803711
New best test loss at epoch 775: 5.51289176940918
New best test loss at epoch 776: 5.512884616851807
New best test loss at epoch 777: 5.512877464294434
New best test loss at epoch 778: 5.512868881225586
New best test loss at epoch 779: 5.512861728668213
New best test loss at epoch 780: 5.5128560066223145
New best test loss at epoch 781: 5.512848377227783
New best test loss at epoch 782: 5.512840747833252
New best test loss at epoch 783: 5.512834072113037
New best test loss at epoch 784: 5.512826919555664
New best test loss at epoch 785: 5.512818813323975
New best test loss at epoch 786: 5.512813091278076
New best test loss at epoch 787: 5.512805461883545
New best test loss at epoch 788: 5.512799263000488
New best test loss at epoch 789: 5.512792587280273
New best test loss at epoch 790: 5.512785911560059
New best test loss at epoch 791: 5.512779712677002
New best test loss at epoch 792: 5.512772083282471
New best test loss at epoch 793: 5.5127644538879395
New best test loss at epoch 794: 5.512757778167725
New best test loss at epoch 795: 5.512752056121826
New best test loss at epoch 796: 5.512744426727295
New best test loss at epoch 797: 5.512739181518555
New best test loss at epoch 798: 5.512731552124023
New best test loss at epoch 799: 5.51272439956665
New best test loss at epoch 800: 5.512717247009277
New best test loss at epoch 801: 5.512712001800537
New best test loss at epoch 802: 5.512704849243164
New best test loss at epoch 803: 5.512697696685791
New best test loss at epoch 804: 5.512691020965576
New best test loss at epoch 805: 5.5126848220825195
New best test loss at epoch 806: 5.512678146362305
New best test loss at epoch 807: 5.512670516967773
New best test loss at epoch 808: 5.512665271759033
New best test loss at epoch 809: 5.512658596038818
New best test loss at epoch 810: 5.51265287399292
New best test loss at epoch 811: 5.512646675109863
New best test loss at epoch 812: 5.512639045715332
New best test loss at epoch 813: 5.512633323669434
New best test loss at epoch 814: 5.512627601623535
New best test loss at epoch 815: 5.512621879577637
New best test loss at epoch 816: 5.512614727020264
New best test loss at epoch 817: 5.51261043548584
New best test loss at epoch 818: 5.51260232925415
New best test loss at epoch 819: 5.512596607208252
New best test loss at epoch 820: 5.512590408325195
New best test loss at epoch 821: 5.512584209442139
New best test loss at epoch 822: 5.512578964233398
New best test loss at epoch 823: 5.512573719024658
New best test loss at epoch 824: 5.512566566467285
New best test loss at epoch 825: 5.512560844421387
New best test loss at epoch 826: 5.512553691864014
New best test loss at epoch 827: 5.512547492980957
New best test loss at epoch 828: 5.512542247772217
New best test loss at epoch 829: 5.512536525726318
New best test loss at epoch 830: 5.512529373168945
New best test loss at epoch 831: 5.5125250816345215
New best test loss at epoch 832: 5.5125203132629395
New best test loss at epoch 833: 5.512513637542725
New best test loss at epoch 834: 5.51250696182251
New best test loss at epoch 835: 5.5125017166137695
New best test loss at epoch 836: 5.512495040893555
New best test loss at epoch 837: 5.512490749359131
New best test loss at epoch 838: 5.512484073638916
New best test loss at epoch 839: 5.512478828430176
New best test loss at epoch 840: 5.5124735832214355
New best test loss at epoch 841: 5.512468338012695
New best test loss at epoch 842: 5.5124616622924805
New best test loss at epoch 843: 5.512455940246582
New best test loss at epoch 844: 5.512451648712158
New best test loss at epoch 845: 5.51244592666626
New best test loss at epoch 846: 5.512441158294678
New best test loss at epoch 847: 5.512435436248779
New best test loss at epoch 848: 5.512430191040039
New best test loss at epoch 849: 5.512423992156982
New best test loss at epoch 850: 5.512418746948242
New best test loss at epoch 851: 5.51241397857666
New best test loss at epoch 852: 5.51240873336792
New best test loss at epoch 853: 5.512402534484863
New best test loss at epoch 854: 5.5123982429504395
New best test loss at epoch 855: 5.512393474578857
New best test loss at epoch 856: 5.512388706207275
New best test loss at epoch 857: 5.512382984161377
New best test loss at epoch 858: 5.512378215789795
New best test loss at epoch 859: 5.512373447418213
New best test loss at epoch 860: 5.5123677253723145
New best test loss at epoch 861: 5.512362957000732
New best test loss at epoch 862: 5.512357234954834
New best test loss at epoch 863: 5.512352466583252
New best test loss at epoch 864: 5.51234769821167
New best test loss at epoch 865: 5.51234245300293
New best test loss at epoch 866: 5.5123372077941895
New best test loss at epoch 867: 5.512331485748291
New best test loss at epoch 868: 5.512326717376709
New best test loss at epoch 869: 5.512321949005127
New best test loss at epoch 870: 5.5123162269592285
New best test loss at epoch 871: 5.512311935424805
New best test loss at epoch 872: 5.512307643890381
New best test loss at epoch 873: 5.512300968170166
New best test loss at epoch 874: 5.512296676635742
New best test loss at epoch 875: 5.512293815612793
New best test loss at epoch 876: 5.5122880935668945
New best test loss at epoch 877: 5.512283802032471
New best test loss at epoch 878: 5.512278079986572
New best test loss at epoch 879: 5.512272834777832
New best test loss at epoch 880: 5.512268543243408
New best test loss at epoch 881: 5.51226282119751
New best test loss at epoch 882: 5.512258529663086
New best test loss at epoch 883: 5.512253761291504
New best test loss at epoch 884: 5.512248516082764
New best test loss at epoch 885: 5.51224422454834
New best test loss at epoch 886: 5.512239456176758
New best test loss at epoch 887: 5.512234687805176
New best test loss at epoch 888: 5.5122294425964355
New best test loss at epoch 889: 5.51222562789917
New best test loss at epoch 890: 5.512220859527588
New best test loss at epoch 891: 5.512217044830322
New best test loss at epoch 892: 5.51221227645874
New best test loss at epoch 893: 5.512209415435791
New best test loss at epoch 894: 5.512202739715576
New best test loss at epoch 895: 5.512199878692627
New best test loss at epoch 896: 5.512194633483887
New best test loss at epoch 897: 5.512190818786621
New best test loss at epoch 898: 5.512186527252197
New best test loss at epoch 899: 5.512180805206299
New best test loss at epoch 900: 5.512176990509033
New best test loss at epoch 901: 5.512173652648926
New best test loss at epoch 902: 5.512167930603027
New best test loss at epoch 903: 5.512164115905762
New best test loss at epoch 904: 5.512160301208496
New best test loss at epoch 905: 5.512156009674072
New best test loss at epoch 906: 5.512151718139648
New best test loss at epoch 907: 5.512147903442383
New best test loss at epoch 908: 5.512144088745117
New best test loss at epoch 909: 5.512138843536377
New best test loss at epoch 910: 5.5121355056762695
New best test loss at epoch 911: 5.512129783630371
New best test loss at epoch 912: 5.512126445770264
New best test loss at epoch 913: 5.512121200561523
New best test loss at epoch 914: 5.5121169090271
New best test loss at epoch 915: 5.512112617492676
New best test loss at epoch 916: 5.512109279632568
New best test loss at epoch 917: 5.512104511260986
New best test loss at epoch 918: 5.512099266052246
New best test loss at epoch 919: 5.512097358703613
New best test loss at epoch 920: 5.512092113494873
New best test loss at epoch 921: 5.512089729309082
New best test loss at epoch 922: 5.512085437774658
New best test loss at epoch 923: 5.512080669403076
New best test loss at epoch 924: 5.512075424194336
New best test loss at epoch 925: 5.512073040008545
New best test loss at epoch 926: 5.512068748474121
New best test loss at epoch 927: 5.512063503265381
New best test loss at epoch 928: 5.512059688568115
New best test loss at epoch 929: 5.512056827545166
New best test loss at epoch 930: 5.5120530128479
New best test loss at epoch 931: 5.512049198150635
New best test loss at epoch 932: 5.512044906616211
New best test loss at epoch 933: 5.512040615081787
New best test loss at epoch 934: 5.51203727722168
New best test loss at epoch 935: 5.512033939361572
New best test loss at epoch 936: 5.512030601501465
New best test loss at epoch 937: 5.512028217315674
New best test loss at epoch 938: 5.512022495269775
New best test loss at epoch 939: 5.512019157409668
New best test loss at epoch 940: 5.512015342712402
New best test loss at epoch 941: 5.512011528015137
New best test loss at epoch 942: 5.512007713317871
New best test loss at epoch 943: 5.5120038986206055
New best test loss at epoch 944: 5.51200008392334
New best test loss at epoch 945: 5.511996746063232
New best test loss at epoch 946: 5.511993885040283
New best test loss at epoch 947: 5.511988162994385
New best test loss at epoch 948: 5.511984825134277
New best test loss at epoch 949: 5.511979579925537
New best test loss at epoch 950: 5.511978626251221
New best test loss at epoch 951: 5.511975288391113
New best test loss at epoch 952: 5.511971950531006
New best test loss at epoch 953: 5.511968612670898
New best test loss at epoch 954: 5.511963367462158
New best test loss at epoch 955: 5.511959552764893
New best test loss at epoch 956: 5.511957168579102
New best test loss at epoch 957: 5.511953353881836
New best test loss at epoch 958: 5.5119500160217285
New best test loss at epoch 959: 5.511946678161621
New best test loss at epoch 960: 5.511943340301514
New best test loss at epoch 961: 5.5119404792785645
New best test loss at epoch 962: 5.511935234069824
New best test loss at epoch 963: 5.511933326721191
New best test loss at epoch 964: 5.511929988861084
New best test loss at epoch 965: 5.511926174163818
New best test loss at epoch 966: 5.511922836303711
New best test loss at epoch 967: 5.51192045211792
New best test loss at epoch 968: 5.511915683746338
New best test loss at epoch 969: 5.511912822723389
New best test loss at epoch 970: 5.511908531188965
New best test loss at epoch 971: 5.511906147003174
New best test loss at epoch 972: 5.511903762817383
New best test loss at epoch 973: 5.511898994445801
New best test loss at epoch 974: 5.51189661026001
New best test loss at epoch 975: 5.511892795562744
New best test loss at epoch 976: 5.5118889808654785
New best test loss at epoch 977: 5.511885643005371
New best test loss at epoch 978: 5.511884689331055
New best test loss at epoch 979: 5.511880397796631
New best test loss at epoch 980: 5.51187801361084
New best test loss at epoch 981: 5.511874198913574
New best test loss at epoch 982: 5.511871814727783
New best test loss at epoch 983: 5.511867046356201
New best test loss at epoch 984: 5.5118632316589355
New best test loss at epoch 985: 5.511862277984619
New best test loss at epoch 986: 5.5118584632873535
New best test loss at epoch 987: 5.511856555938721
New best test loss at epoch 988: 5.511853218078613
New best test loss at epoch 989: 5.511849403381348
New best test loss at epoch 990: 5.511847496032715
New best test loss at epoch 991: 5.511843681335449
New best test loss at epoch 992: 5.511841297149658
New best test loss at epoch 993: 5.511836528778076
New best test loss at epoch 994: 5.51183557510376
New best test loss at epoch 995: 5.5118303298950195
New best test loss at epoch 996: 5.5118279457092285
New best test loss at epoch 997: 5.511823654174805
New best test loss at epoch 998: 5.511822700500488
New best test loss at epoch 999: 5.5118184089660645

4: post-training actions
Regular stopping after 999 full epochs:

Epoch with lowest average test loss ("best epoch"): 999
RE-EVALUATING ALL DATA WITH BEST PARAMS:

SCORING ALL TRAIN SEQS

SCORING ALL TEST SEQS

TRAIN SET:
==========
final_ave_loss: -4834.1943359375
final_ave_loss_seqlen_normed: -5.5118184089660645
final_perplexity: 0.005671047139912844
final_ece: 0.004038756713271141

TEST SET:
==========
final_ave_loss: -4834.19482421875
final_ave_loss_seqlen_normed: -5.5118184089660645
final_perplexity: 0.005671047139912844
final_ece: 0.004038756713271141
